pathway_id,pathway_name,pathway_genes,edit
mmu04960,Aldosterone-regulated_sodium_reabsorption,"108017,110784,11928,11931,11932,11933,11936,15484,16000,16333,16334,16337,16367,16653,18607,18706,18707,18708,18709,18710,18750,18751,18752,20276,20277,20278,20393,232975,26413,26417,27222,55948,56379,65962,67821,74769,83814,98660,",1.0
mmu04961,Endocrine_and_other_factor-regulated_calcium_reabsorption,"103967,110891,110893,11512,11515,11771,11772,11773,11928,11931,11932,11933,11936,11941,12062,12307,12757,13429,13430,13646,13648,13982,14682,14683,16591,16612,16613,16616,16617,16618,16622,16623,16624,18050,18747,18749,18750,18751,18752,18795,18796,18797,18798,19226,19228,194352,20541,22337,232910,232975,27222,320707,381290,53869,67300,67821,67972,71770,74325,98660,",1.0
mmu04962,Vasopressin-regulated_water_reabsorption,"104111,110350,11512,11515,11827,11828,11829,11857,11998,12000,12912,12913,13191,13424,13426,13427,14570,14683,18195,18747,18749,192662,19326,19344,19345,208647,208677,20909,213575,22318,22428,231991,234663,235661,26427,271457,53869,56455,59288,67665,68097,69654,78284,",1.0
mmu04964,Proximal_tubule_bicarbonate_reclamation,"105243,11826,11928,11931,11932,11933,11936,12349,12351,14660,14661,17449,18534,216456,232975,27222,27376,54403,67821,74551,76257,98660,",1.0
mmu04966,Collecting_duct_acid_secretion,"110935,11944,11945,11964,11966,11972,11973,11974,11975,11984,12349,140494,20499,20533,21871,242341,27060,338375,56365,66144,66237,66290,66335,68775,73834,74915,76252,",1.0
mmu04970,Salivary_secretion,"100043684,100043686,100043688,104110,104111,109959,11512,11513,11514,11515,11548,11549,11550,11554,11555,11556,11722,11830,11928,11931,11932,11933,11936,11941,12182,12313,12314,12315,12494,12671,12796,12945,13010,14682,14683,16438,16439,16440,16531,16534,17105,17110,18125,18747,18749,18750,18751,18752,18795,18796,18797,18798,19091,19092,20192,20496,20535,20544,210044,212989,22318,224129,232975,234889,239134,27222,320707,381290,381833,432530,494124,54195,60596,64177,67328,67821,67972,70405,71395,74180,75600,76113,80796,98660,",1.0
mmu04971,Gastric_acid_secretion,"104110,104111,107589,108058,110895,11461,11465,11512,11513,11514,11515,11928,11931,11932,11933,11944,11945,12313,12314,12315,12322,12323,12325,12349,12426,12638,12671,14459,14677,14678,14679,14682,14683,15466,16438,16439,16440,16513,16516,16517,16518,16526,16535,18747,18749,18750,18751,18752,18795,18796,18797,18798,20535,20544,20604,20606,208890,210044,213435,22350,224129,228785,232975,238564,246133,27222,432530,494124,56379,67821,70405,72258,75600,80796,98660,",1.0
mmu04972,Pancreatic_secretion,"100040233,100043684,100043686,100043688,103964,104110,104111,109660,109697,109905,109959,11512,11513,11514,11515,11722,11848,11928,11931,11932,11933,11936,11937,11938,11941,12182,12349,12424,12425,12494,12613,12638,12671,12722,12873,13487,13706,14682,14683,16438,16439,16440,16531,16535,17274,18750,18751,18752,18778,18780,18781,18782,18784,18795,18796,18797,18798,18946,18947,19340,19353,20191,20287,20496,20535,20544,210044,215449,22063,22072,22074,224129,229927,229933,232680,232975,233979,237625,23844,26565,26970,26971,27222,319229,320707,381290,432530,436522,53313,53869,54403,56373,66350,66473,67373,67653,67821,67868,67972,69060,69836,73626,76703,80718,80797,98660,99663,99709,",1.0
mmu04973,Carbohydrate_digestion_and_absorption,"100043684,100043686,100043688,109959,11651,11652,11722,11928,11931,11932,11933,11936,12289,14377,14378,14385,15275,15277,18706,18707,18708,18709,18710,18751,18795,18796,18797,18798,20526,20537,212032,216019,226413,232714,232975,23797,242851,27222,333669,56485,67821,68401,69983,74769,83770,83771,98660,",1.0
mmu04974,Protein_digestion_and_absorption,"100040233,100040591,103964,105243,109660,109697,110891,110893,11928,11931,11932,11933,11936,12813,12814,12815,12816,12817,12818,12819,12821,12822,12824,12825,12826,12827,12828,12829,12830,12831,12832,12833,12834,12835,12836,12839,12840,12841,12842,12843,12873,13482,13706,13717,16529,16534,16535,170745,17254,17287,17288,17380,20510,20514,20532,20540,20541,213945,215332,215335,22072,22074,232680,232975,234967,245026,246049,27222,30962,328059,373864,436522,50934,53867,56373,56643,57442,58803,66473,665033,67373,67760,67821,67868,68553,69700,70008,71355,72461,72472,73626,74338,76703,94216,98660,",1.0
mmu04975,Fat_digestion_and_absorption,"109791,110446,110460,11303,11806,11808,12491,12613,13350,14079,14080,14719,17777,18778,18780,18781,18782,18784,18946,18947,19012,20778,233549,237625,237636,238055,26457,26565,26569,26970,26971,27409,50784,55979,66350,67470,67512,67717,67800,67916,69060,69836,",1.0
mmu04976,Bile_secretion,"100559,100727,104110,104111,105243,106407,108096,108114,112417,11512,11513,11514,11515,11826,11829,11833,11928,11931,11932,11933,11936,12012,12349,12638,12780,13122,13849,140492,14683,15357,16835,18669,18670,18671,18747,18749,19879,20181,20186,20287,20493,20494,20517,20525,20535,20537,20544,20778,20859,209186,210044,22236,22238,224129,231396,232156,232975,239273,23957,243085,26357,26459,27222,27409,27413,28248,28250,28253,28254,319229,320024,330962,333669,394430,394432,394433,394434,394435,394436,432530,54403,552899,629203,64008,67470,67821,71773,72094,76408,94215,94284,98660,",1.0
mmu04977,Vitamin_digestion_and_absorption,"116914,11806,11808,14603,17250,19660,20509,20522,20778,21452,238055,245532,26363,330064,52466,53320,65969,665270,67096,68421,69060,69698,79235,80721,",1.0
mmu04978,Mineral_absorption,"100862446,105243,110891,110893,11927,11928,11931,11932,11933,11936,11941,11977,11979,12309,12724,13487,142681,14319,14325,15203,15368,15369,171429,17748,17750,18174,20505,20529,20531,20537,20541,22041,22337,225997,22782,232975,27222,320707,320718,333669,381290,52466,53945,58800,64177,67821,67972,70358,71775,72027,73649,74051,74338,98660,",1.0
mmu04979,Cholesterol_metabolism,"100017,100102,104086,105886299,11303,11806,11807,11808,11812,11813,11814,11816,11818,12257,12491,13122,14725,15450,16816,16835,16889,16891,16956,16971,16976,18145,18830,20652,20661,20778,20845,218203,22333,22334,22335,223920,238055,27409,27413,30924,30960,320024,56491,57875,59045,624219,67470,67963,79196,",1.0
mmu05100,Bacterial_invasion_of_epithelial_cells,"103967,11461,11465,11848,11867,12385,12386,12387,12389,12390,12391,12402,12488,12540,12550,12757,12927,12928,12929,13043,13429,13430,140579,140580,14083,14268,14388,15163,16202,16402,16412,17295,18000,18706,18707,18708,18709,18710,19303,19353,20362,20416,20418,20779,216033,216148,22330,234683,24050,242687,271849,330662,52398,53860,54204,56212,56378,56443,56526,622434,67300,67653,67771,68089,71089,71890,73178,74192,74325,74769,76709,78514,83767,",1.0
